nts_name	scale	edition	edition_note	province	sheet_name	east_west	utm_zone	style	year_valid	year_print	notes	multiple_sheets	copy	condition	Column 16
001F06	50.0	1.0		NS	Chedabucto Bay	w	20.0	p		1955.0
083D08	50.0	2 mce		BC/AB	Athabasca Pass		11.0	p	1978.0	1980.0
083D08	50.0	1 mce	Provisional ;	BC/AB	Athabasca Pass		11.0	p	1962.0	1970.0				major folds and minor creasing ;
083D09	50.0	3.0			Amethyst Lakes		11.0	p		1996.0
083D09	50.0	2 mce		AB/BC	Amethyst Lakes		11.0	p	1979.0	1984.0				major fold ;
083D09	50.0	1 mce	Provisional ;	AB/BC	Amethyst Lakes		11.0	p	1962.0	1970.0				major fold and minor creasing ;
083D10	50.0	3.0			Ptarmigan Creek		11.0	p		1986.0
083D10	50.0	2 mce		BC	Ptarmigan Creek		11.0	p	1978.0	1980.0				major fold ;
083D10	50.0	1 mce	Provisional ;	BC	Ptarmigan Creek		11.0	p	1962.0	1968.0				major folds and minor creasing ;
083D11	50.0	2.0			Canoe Mountain		11.0	p		1980.0
083D11	50.0	1 ase		BC	Canoe Mountain	e	11.0	p	1951.0	1962.0
083D11	50.0	1 ase		BC	Canoe Mountain	w	11.0	p	1951.0	1962.0
083D12	50.0	3.0			Azure River		11.0	p		1986.0
083D12	50.0	2 mce		BC	Azure River		11.0	p	1978.0	1980.0				major fold ;
083D12	50.0	1 mce	Provisional ;	BC	Azure River		11.0	p	1960.0	1972.0				major folds ;
083D13	50.0	3.0			Kiwa Creek		11.0	p		1986.0
083D13	50.0	2 mce		BC	Kiwa Creek		11.0	p	1978.0	1980.0
083D13	50.0	1 mce		BC	Kiwa Creek		11.0	p	 	1973.0				major folds and minor creasing ;
083D13	50.0	1 ase		BC	Kiwa Creek	e	11.0	p	1960.0	1966.0				major folds and minor creasing ;
083D13	50.0	1 ase		BC	Kiwa Creek	w	11.0	p	1960.0	1966.0				major folds and minor creasing ;
083D14	50.0	3.0			Valemount		11.0	p		1986.0
083D14	50.0	2 mce	Interim corrections 1981 ;	BC	Valemount		11.0	p		1981.0				major fold ;
083D14	50.0	2 mce	 	BC	Valemount		11.0	p	1978.0	1980.0				major fold ;
083D14	50.0	1 ase		BC	Valemount	e	11.0	p	1960.0	1966.0				creasing bottom border ;
083D14	50.0	1 ase		BC	Valemount	w	11.0	p	1960.0	1966.0				creasing bottom border ;
083D15	50.0	5.0			Lucerne		11.0	p		1996.0
083D15	50.0	4 mce		BC/AB	Lucerne		11.0	p	1983.0	1986.0				major fold ;
083D15	50.0	2.0		BC/AB	Lucerne	e	11.0	p	1952.0	1960.0	edited to Rainbow from Lucerne, per map in hand ;			minor yellowing, creasing bottom border ;
083D15	50.0	2.0		BC/AB	Lucerne	w	11.0	p	1952.0	1960.0	edited to Rainbow from Lucerne, per map in hand ;			minor yellowing, creasing bottom border ;
083D15	50.0	1.0	Provisional ;		Lucerne	e	11.0	p		1956.0	edited to Rainbow from Lucerne, per map in hand ; minimal polychrome detail ;			yellowing to periphery ;
083D15	50.0	1.0	Provisional ;		Lucerne	w	11.0	p		1956.0	edited to Rainbow from Lucerne, per map in hand ; minimal polychrome detail ;			yellowing to periphery ;
083D15	50.0	3 mce		BC/AB	Rainbow		11.0	p	1978.0	1980.0	edited to Rainbow from Lucerne, per map in hand ;			major folds ;
083D16	50.0	5.0			Jasper		11.0	p		1995.0
083D16	50.0	4 mce		AB/BC	Jasper		11.0	p	1980.0	1980.0				major fold and creasing ;
083D16	50.0	3 mce		AB/BC	Jasper		11.0	p	1976.0	1978.0				major fold and minor creasing ;
083D16	50.0	2.0			Jasper		11.0
083D16	50.0	1.0		AB 	Jasper	e	11.0	p	1939.0	1953.0				minor yellowing, creasing bottom half of sheet ;
083D16	50.0	1.0		AB 	Jasper	w	11.0	p	1939.0	1953.0			c.1-2	c.1 minor yellowing, creasing bottom half of sheet, minor stain right border ; c.2 yellowing, creasing and tears to periphery, mending verso, stamped Verdun High School recto ;
083E01	50.0	2 mce		AB	Snaring 		11.0	p	1978.0	1980.0	edited to Snaring from Snaring River, per map in hand ;			major fold ;
083E01	50.0	1.0		AB	Snaring 	e	11.0	p	1949.0	1955.0				yellowing and creasing ;
083E01	50.0	1.0		AB	Snaring 	w	11.0	p	1949.0	1955.0				fold, yellowing and creasing ;
083E01	50.0	4.0			Snaring River		11.0	p		1996.0
083E01	50.0	3 mce		AB	Snaring River		11.0	p	1984.0	1986.0				major fold ;
083E02	50.0	5.0			Resplendent Creek		11.0	p		1996.0
083E02	50.0	4 mce		AB/BC	Resplendent Creek		11.0	p	1984.0	1986.0				major fold ;
083E02	50.0	3 mce		AB/BC	Resplendent Creek		11.0	p	1977.0	1980.0				major fold ;
083E02	50.0	2.0		BC/AB	Resplendent Creek	e	11.0	p	1952.0	1960.0				fold, creasing ;
083E02	50.0	2.0		BC/AB	Resplendent Creek	w	11.0	p	1952.0	1960.0				creasing ;
083E02	50.0	 	Provisional ;		Resplendent Creek	e	11.0	p		1955.0	minimal polychrome detail ;			yellowing to periphery ;
083E02	50.0	 	Provisional ;		Resplendent Creek	w	11.0	p		1955.0	minimal polychrome detail ;			yellowing to periphery ;
083E03	50.0	3.0			Mount Robson		11.0	p		1996.0
083E03	50.0	2 mce		BC	Mount Robson		11.0	p	1978.0	1980.0				major fold and minor creasing ;
083E03	50.0	1 ase		BC	Mount Robson	e	11.0	p	1960.0	1966.0				fold, creasing ;
083E03	50.0	1 ase		BC	Mount Robson	w	11.0	p	1960.0	1966.0				fold, creasing ;
083E04	50.0	2.0			Croydon		11.0	p		1981.0
083E04	50.0	1 ase		BC	Croydon	e	11.0	p	1960.0	1966.0				fold, creasing ;
083E04	50.0	1 ase		BC	Croydon	w	11.0	p	1960.0	1966.0
083E05	50.0	3.0			Chalco Mountain		11.0	p		1996.0
083E05	50.0	2 mce		BC/AB	Chalco Mountain		11.0	p	1977.0	1980.0				major folds ;
083E05	50.0	1 ase		BC/AB	Holmes River	e	11.0	p	1960.0	1966.0	edited to Holmes River from Chalco Mountain, per map in hand ;
083E05	50.0	1 ase		BC/AB	Holmes River	w	11.0	p	1960.0	1966.0	edited to Holmes River from Chalco Mountain, per map in hand ;
083E06	50.0	3.0			Twintree Lake		11.0	p		1997.0
083E06	50.0	2 mce		AB/BC	Twintree Lake		11.0	p	1977.0	1981.0				major fold ;
083E06	50.0	1 ase		AB	Twintree Lake	e	11.0	p	1960.0	1965.0				creasing ;
083E06	50.0	1 ase		AB/BC	Twintree Lake	w	11.0	p	1960.0	1965.0
083E07	50.0	4.0			Blue Creek		11.0	p		1996.0
083E07	50.0	3 mce		AB	Blue Creek		11.0	p	1979.0	1981.0				major fold ;
083E07	50.0	2.0		AB	Blue Creek	e	11.0	p		1960.0				creasing ;
083E07	50.0	2.0		AB	Blue Creek	w	11.0	p		1960.0				creasing ;
083E07	50.0	 	Provisional ;		Blue Creek	e	11.0	p		1955.0	minimal polychrome detail ;			yellowing top edge ;
083E07	50.0	 	Provisional ;		Blue Creek	w	11.0	p		1955.0	minimal polychrome detail ;			tear bottom edge ;
083E08	50.0	4.0			Rock Lake		11.0	p		1996.0
083E08	50.0	3 mce		AB	Rock Lake		11.0	p	1979.0	1981.0				major fold, tears and deformation to periphery ;
083E08	50.0	2.0		AB	Rock Lake	e	11.0	p		1960.0
083E08	50.0	2.0		AB	Rock Lake	w	11.0	p		1960.0				folds ;
083E08	50.0	 	Provisional ;		Rock Lake	e	11.0	p		1955.0	minimal polychrome detail ;			yellowing to periphery ;
083E08	50.0	 	Provisional ;		Rock Lake	w	11.0	p		1955.0	minimal polychrome detail ;			yellowing to periphery ;
083E09	50.0	2.0			Moberly Creek		11.0	p		1981.0
083E09	50.0	1.0			Moberly Creek		11.0
083E09	50.0	 	Provisional ;	AB	Moberly Creek		11.0	p	1944.0	1946.0	minimal polychrome detail ;			major yellowing top of sheet and periphery, deformation top of sheet, tear inside map surface top of sheet, folds ;
083E09	63.0	 	 	AB	Moberly Creek		11.0	p	1944.0	1946.0	 			 hole punched left border and minor mending ;
083E10	50.0	2.0			Adams Lookout		11.0	p		1981.0
083E10	50.0	1.0		AB	Adams Lookout	e	11.0	p	1955.0	1962.0
083E10	50.0	1.0		AB	Adams Lookout	w	11.0	p	1955.0	1962.0
083E11	50.0	2.0			Hardscrabble Creek		11.0	p		1981.0
083E11	50.0	1.0		AB	Hardscrabble Creek	e	11.0	p	1960.0	1964.0
083E11	50.0	1.0		AB	Hardscrabble Creek	w	11.0	p	1960.0	1964.0
083E12	50.0	2.0			Pauline Creek		11.0	p		1986.0
083E12	50.0	1.0		AB/BC	Pauline Creek	e	11.0	p	1960.0	1964.0
083E12	50.0	1.0		AB/BC	Pauline Creek	w	11.0	p	1960.0	1964.0
083E13	50.0	2.0			Dry Canyon		11.0	p		1986.0
083E13	50.0	1 ase		AB/BC	Dry Canyon	e	11.0	p	1960.0	1963.0
083E13	50.0	1 ase		AB/BC	Dry Canyon	w	11.0	p	1960.0	1963.0
083E13	50.0	1.0		AB/BC	Dry Canyon	e	11.0	p	1960.0	1963.0				yellowing and tears to periphery ;
083E13	50.0	1.0		AB/BC	Dry Canyon	w	11.0	p	1960.0	1963.0				yellowing to periphery ;
083E14	50.0	2.0			Grande Cache		11.0	p		1981.0
083E14	50.0	1.0		AB	Grande Cache	e	11.0	p	1944.0	1954.0
083E14	50.0	1.0		AB	Grande Cache	w	11.0	p	1944.0	1954.0
083E15	50.0	3.0			Pierre Greys Lakes		11.0	p		1980.0
083E15	50.0	2 ase		AB	Pierre Greys Lakes	e	11.0	p	1943.0	1964.0
083E15	50.0	2 ase		AB	Pierre Greys Lakes	w	11.0	p	1943.0	1964.0
083E15	50.0	1.0			Pierre Greys Lakes		11.0
083E15	63.0	1.0		AB	Pierre Greys Lakes		11.0	p	1946.0	1948.0				hole punched left border, tears, mending, deformation, and major lacuna to periphery ;
083E16	50.0	3.0			Donald Flats		11.0	p		1980.0
083E16	50.0	2.0		AB	Donald Flats	e	11.0	p	1946.0	1957.0				minor deformation bottom left corner ;
083E16	50.0	2.0		AB	Donald Flats	w	11.0	p	1946.0	1957.0				minor deformation bottom left corner ;
083E16	50.0	1.0			Donald Flats		11.0
083E16	63.0	1.0		AB	Donald Flats		11.0	p	1946.0	1947.0				hole punched left border, major tear, deformation, and lacuna to periphery ;
083F01	50.0	3.0			Raven Creek		11.0	p		1988.0
083F01	50.0	2 mce		AB	Raven Creek		11.0	p	1972.0	1975.0				major folds ;
083F01	50.0	1.0		AB	Raven Creek	e	11.0	p	1949.0	1959.0				major lacuna top right corner, minor yellowing ;
083F01	50.0	1.0		AB	Raven Creek	w	11.0	p	1949.0	1959.0				 minor yellowing ;
083F02	50.0	2.0			Foothills		11.0	p		1982.0
083F02	50.0	1.0		AB	Foothills	e	11.0	p	1949.0	1957.0				yellowing ;
083F02	50.0	1.0		AB	Foothills	w	11.0	p	1949.0	1957.0				yellowing ;
083F02	63.0	 		AB	Lovett Sheet	w	11.0	p	1926.0	1929.0	Lovett Sheet ; Publication No. 2184 ;			cloth backing, yellowing ;
083F02	63.0	 		AB	Sterco	w	11.0	p	1944.0	1945.0	edited to Sterco, per map in hand ;			hole punched left border, yellowing verso ;
083F03	50.0	3.0			Cadomin		11.0	p		1982.0
083F03	50.0	2.0	Provisional ;	AB	Cadomin	e	11.0	p	1959.0	1961.0
083F03	50.0	2.0	Provisional ;	AB	Cadomin	w	11.0	p	1959.0	1961.0
083F03	50.0	1.0			Cadomin		11.0
083F03	50.0	 	Provisional ;	AB	Cadomin Sheet	w	11.0	p	 	1929.0	Cadomin Sheet ; Publication No. 2146 ;
083F03	63.0	 	 	AB	Cadomin Sheet	w	11.0	p	 	1929.0	Cadomin Sheet ; Publication No. 2146 ;			hole punched left border ;
083F03	63.0	 	 	AB	Cadomin Sheet	w	11.0	p	 	1924.0	 			cloth backing, yellowing ;
083F03	50.0	 	Provisional ;	AB	Coalspur	e	11.0	p	1944.0	1945.0	edited to Coalspur from Cadomin, per map in hand ;
083F03	63.0	 	 	AB	Coalspur 	e	11.0	p	1944.0	1945.0				hole punched left border ;
083F04	50.0	3.0			Miette		11.0	p		1996.0
083F04	50.0	2 mce		AB	Miette		11.0	p	1979.0	1982.0				major fold ;
083F04	50.0	1.0		AB	Miette	e	11.0	p	1952.0	1955.0				yellowing ;
083F04	50.0	1.0		AB	Miette	w	11.0	p	1952.0	1955.0				yellowing ;
083F05	63.0	 		AB	Brûlé	w	11.0	p	1944.0	1945.0	edited to Brûlé, per map in hand ;		c.1-2	c.1 hole punched left border ; c.2 hole punched and major stain left border ;
083F05	50.0	4.0			Entrance		11.0	p		1996.0
083F05	50.0	3 mce		AB	Entrance		11.0	p	1977.0	1979.0				major fold ;
083F05	50.0	2 ase		AB	Entrance	e	11.0	p	1959.0	1961.0	this edition east sheet only ;			yellowing top edge ;
083F05	50.0	1.0		AB	Entrance	e	11.0	p	1943.0	1958.0	this edition east sheet only ;
083F05	50.0	1 ase		AB	Entrance	w	11.0	p		1955.0	this edition west sheet only ;			yellowing, minor folds, minor tears to periphery ;
083F05	63.0	 		AB	Entrance	e	11.0	p	1944.0	1945.0				hole punched left border, minor yellowing ;
083F06	50.0	4.0			Pedley		11.0	p		1988.0
083F06	50.0	3 mce		AB	Pedley		11.0	p	1977.0	1979.0				major fold ;
083F06	50.0	2.0	Provisional ;	AB	Pedley	e	11.0	p	1959.0	1961.0
083F06	50.0	2.0	Provisional ;	AB	Pedley	w	11.0	p	1959.0	1961.0
083F06	50.0	1.0			Pedley		11.0
083F06	63.0	 	 	AB	Pedley	w	11.0	p	1944.0	1945.0	minimal polychrome detail ;		c.1-2	c.1 yellowing, folds ; c.2 minor yellowing hole punched left border ;
083F06	50.0	 	Provisional ;	AB	White Creek	e	11.0	p	1944.0	1945.0	edited to White Creek from Pedley, per map in hand ; minimal polychrome detail ;
083F06	50.0	 	Provisional ;	AB	White Creek	w	11.0	p	1944.0	1945.0	edited to White Creek from Pedley, per map in hand ; minimal polychrome detail ;			yellowing to periphery ;
083F06	63.0	 	 	AB	White Creek	e	11.0	p	1944.0	1945.0	edited to White Creek, per map in hand ; minimal polychrome detail ;		c.1-2	c.1 minor yellowing, folds ; c.2 minor yellowing hole punched left border ;
083F07	50.0	3.0			Erith		11.0	p		1989.0
083F07	50.0	2 mce		AB	Erith		11.0	p	1977.0	1979.0				major fold, minor tear bottom edge ;
083F07	50.0	1.0		AB	Erith	e	11.0	p	1947.0	1959.0
083F07	50.0	1.0		AB	Erith	w	11.0	p	1947.0	1959.0				minor yellowing ;
083F08	50.0	3.0			Moose Creek		11.0	p		1989.0
083F08	50.0	2 mce		AB	Moose Creek		11.0	p	1972.0	1975.0				major folds, minor tear bottom edge ;
083F08	50.0	1.0		AB	Moose Creek	e	11.0	p	1947.0	1959.0				minor stain bottom left corner ;
083F08	50.0	1.0		AB	Moose Creek	w	11.0	p	1947.0	1959.0
083F09	50.0	3.0			Edson		11.0	p		1988.0
083F09	50.0	2 mce		AB	Edson		11.0	p	1972.0	1974.0				major folds, band of yellowing-greying right edge ;
083F09	50.0	1.0		AB	Edson	e	11.0	p	1947.0	1959.0				yellowing and minor deformation top right corner ;
083F09	50.0	1.0		AB	Edson	w	11.0	p	1947.0	1959.0				minor deformation top right corner ;
083F10	50.0	2.0			Bickerdike		11.0	p		1982.0
083F10	50.0	1.0		AB	Bickerdike	e	11.0	p	1948.0	1959.0
083F10	50.0	1.0		AB	Bickerdike	w	11.0	p	1948.0	1959.0			c.1-2
083F11	50.0	2.0			Dalehurst		11.0	p		1982.0
083F11	50.0	1 ase		AB	Dalehurst	e	11.0	p	1948.0	1959.0	this edition east sheet only ;
083F11	50.0	1.0		AB	Dalehurst	e	11.0	p	1948.0	1959.0	this edition east sheet only ;
083F11	50.0	1 ase	Provisional ;	AB	Dalehurst	w	11.0	p	1943.0	1955.0	this edition west sheet only ; minimal polychrome detail ;
083F11	50.0	1.0	Provisional ;	AB	Dalehurst	w	11.0	p	1943.0	1955.0	this edition west sheet only ; minimal polychrome detail ;
083F11	63.0	 	 	AB	Dalehurst	w	11.0	p	1944.0	1946.0	this edition west sheet only ;			lacuna right edge ;
083F12	50.0	 	Provisional ;	AB	Barbara Creek	e	11.0	p	1944.0	1946.0	edited to Barbara Creek from Gregg Lake, per map in hand ; minimal polychrome detail ;
083F12	63.0	 	 	AB	Barbara Creek	e	11.0	p	1944.0	1946.0	edited to Barbara Creek, per map in hand ;  			hole punched left border, minor tears to periphery ;
083F12	50.0	3.0			Gregg Lake		11.0	p		1982.0
083F12	50.0	2 ase	Provisional ;	AB	Gregg Lake	e	11.0	p	1959.0	1961.0
083F12	50.0	2 ase	Provisional ;	AB	Gregg Lake	w	11.0	p	1959.0	1961.0
083F12	50.0	1.0			Gregg Lake		11.0
083F12	50.0	 	Provisional ;	AB	Gregg Lake	w	11.0	p	1944.0	1946.0	 minimal polychrome detail ;
083F12	63.0	 	 	AB	Gregg Lake	w	11.0	p	1944.0	1946.0	 			hole punched left border, minor tears to periphery ;
083F13	50.0	2.0			Hightower Creek		11.0	p		1982.0
083F13	50.0	1.0		AB	Hightower Creek	e	11.0	p	1949.0	1960.0
083F13	50.0	1.0		AB	Hightower Creek	w	11.0	p	1949.0	1960.0
083F14	50.0	1.0		AB	Oldman Creek	e	11.0	p	1950.0	1960.0	edited to Oldman Creek from Wildhay River, per map in hand ;		c.1-2
083F14	50.0	1.0		AB	Oldman Creek	w	11.0	p	1950.0	1960.0	edited to Oldman Creek from Wildhay River, per map in hand ;		c.1-2
083F14	50.0	2.0			Wildhay River		11.0	p		1983.0
083F15	50.0	3.0			Nosehill Creek		11.0	p		1988.0
083F15	50.0	2 mce		AB	Nosehill Creek		11.0	p	1978.0	1979.0				major fold ;
083F15	50.0	1.0		AB	Nosehill Creek	e	11.0	p	1948.0	1961.0				yellowing to periphery ;
083F15	50.0	1.0		AB	Nosehill Creek	w	11.0	p	1948.0	1961.0
083F16	50.0	3.0			Shiningbank Lake		11.0	p		1988.0
083F16	50.0	2 mce		AB	Shiningbank Lake		11.0	p	1972.0	1974.0				major folds ;
083F16	50.0	1.0		AB	Shiningbank Lake	e	11.0	p	1948.0	1961.0
083F16	50.0	1.0		AB	Shiningbank Lake	w	11.0	p	1948.0	1961.0				yellowing recto and verso ;
083G01	50.0	3.0			Warburg		11.0	p		1989.0
083G01	50.0	2 mce		AB	Warburg		11.0	p	1972.0	1974.0				major fold, deformation left side of sheet ;
083G01	50.0	1.0		AB	Warburg	e	11.0	p	1954.0	1957.0				major yellowing top and bottom borders ;
083G01	50.0	1.0		AB	Warburg	w	11.0	p	1954.0	1957.0				minor yellowing ;
083G02	50.0	3.0			Drayton Valley		11.0	p		1988.0
083G02	50.0	2 mce		AB	Drayton Valley		11.0	p	1972.0	1974.0				major fold, deformation left side of sheet and top right corner ;
083G02	50.0	1.0		AB	Drayton Valley	e	11.0	p	1954.0	1959.0
083G02	50.0	1.0		AB	Drayton Valley	w	11.0	p	1954.0	1959.0
083G03	50.0	3.0			Blue Rapids		11.0	p		1989.0
083G03	50.0	2 mce		AB	Blue Rapids	 	11.0	p	1972.0	1975.0				major fold ;
083G03	50.0	1.0		AB	Blue Rapids	e	11.0	p	1949.0	1960.0
083G03	50.0	1.0		AB	Blue Rapids	w	11.0	p	1949.0	1960.0				major fold ;
083G04	50.0	3.0			Zeta Lake		11.0	p		1989.0
083G04	50.0	2 mce		AB	Zeta Lake	 	11.0	p	1972.0	1975.0				major fold ;
083G04	50.0	1.0		AB	Zeta Lake	e	11.0	p	1947.0	1957.0
083G04	50.0	1.0		AB	Zeta Lake	w	11.0	p	1947.0	1957.0
083G05	50.0	3.0			Eta Lake		11.0	p		1989.0
083G05	50.0	2 mce		AB	Eta Lake	 	11.0	p	1972.0	1974.0				major fold ;
083G05	50.0	1 ase		AB	Eta Lake	e	11.0	p	1949.0	1956.0
083G05	50.0	1 ase		AB	Eta Lake	w	11.0	p	1949.0	1956.0
083G05	50.0	1.0		AB	Eta Lake	e	11.0	p	1949.0	1956.0
083G05	50.0	1.0		AB	Eta Lake	w	11.0	p	1949.0	1956.0
083G06	50.0	3.0			Easyford		11.0	p		1989.0
083G06	50.0	2 mce		AB	Easyford		11.0	p	1972.0	1974.0				major fold ;
083G06	50.0	1.0		AB	Easyford	e	11.0	p	1949.0	1958.0				major folds ;
083G06	50.0	1.0		AB	Easyford	w	11.0	p	1949.0	1958.0
083G07	50.0	3.0			Tomahawk		11.0	p		1989.0
083G07	50.0	2 mce		AB	Tomahawk		11.0	p	1972.0	1974.0				major fold, deformation bottom border ;
083G07	50.0	1.0		AB	Tomahawk	e	11.0	p	1947.0	1957.0				yellowing to periphery ;
083G07	50.0	1.0		AB	Tomahawk	w	11.0	p	1947.0	1957.0				yellowing to periphery ;
083G08	50.0	2 mce		AB	Genesee		11.0	p	1972.0	1975.0	edited to Genesee from Telfordville, per map in hand ;			major fold, creasing bottom border ;
083G08	50.0	1.0		AB	Genesee	e	11.0	p	1947.0	1957.0	edited to Genesee from Telfordville, per map in hand ;
083G08	50.0	1.0		AB	Genesee	w	11.0	p	1947.0	1957.0	edited to Genesee from Telfordville, per map in hand ;
083G08	50.0	3.0			Telfordville		11.0	p		1989.0
083G09	50.0	4.0			Onoway		11.0	p		2002.0
083G09	50.0	3 mce		AB	Onoway		11.0	p	1987.0	1989.0				major fold ;
083G09	50.0	2 mce		AB	Onoway		11.0	p	1972.0	1974.0				major fold, creasing bottom border ;
083G09	50.0	1.0		AB	Onoway	e	11.0	p	1948.0	1957.0
083G09	50.0	1.0		AB	Onoway	w	11.0	p	1948.0	1957.0
083G10	50.0	3.0			Isle Lake		11.0	p		1989.0
083G10	50.0	2 mce		AB	Isle Lake		11.0	p	1972.0	1974.0				major fold ;
083G10	50.0	1.0		AB	Isle Lake	e	11.0	p	1947.0	1957.0				yellowing top edge ;
083G10	50.0	1.0		AB	Isle Lake	w	11.0	p	1947.0	1957.0				yellowing top edge ;
083G11	50.0	3.0			Chip Lake		11.0	p		1989.0
083G11	50.0	2 mce		AB	Chip Lake	 	11.0	p	1972.0	1974.0				major fold ;
083G11	50.0	1.0		AB	Chip Lake	e	11.0	p	1949.0	1960.0
083G11	50.0	1.0		AB	Chip Lake	w	11.0	p	1949.0	1960.0
083G12	50.0	3.0			Carrot Creek		11.0	p		1989.0
083G12	50.0	2 mce		AB	Carrot Creek	 	11.0	p	1972.0	1974.0				major fold, tear bottom border ;
083G12	50.0	1.0		AB	Carrot Creek	e	11.0	p	1950.0	1960.0
083G12	50.0	1.0		AB	Carrot Creek	w	11.0	p	1950.0	1960.0
083G13	50.0	3.0			Hattonford		11.0	p		1988.0
083G13	50.0	2 mce		AB	Hattonford		11.0	p	1972.0	1974.0				major fold, minor creasing and tears bottom border ;
083G13	50.0	1.0		AB	Hattonford	e	11.0	p	1948.0	1959.0
083G13	50.0	1.0		AB	Hattonford	w	11.0	p	1948.0	1959.0
083G14	50.0	3.0			Mayerthorpe		11.0	p		1989.0
083G14	50.0	2.0			Mayerthorpe		11.0
083G14	50.0	1.0		AB	Mayerthorpe	e	11.0	p	1949.0	1960.0
083G14	50.0	1.0		AB	Mayerthorpe	w	11.0	p	1949.0	1960.0
083G15	50.0	3.0			Sangudo		11.0	p		1989.0
083G15	50.0	2 mce		AB	Sangudo		11.0	p	1972.0	1975.0				major fold, minor tears bottom border ;
083G15	50.0	1.0		AB	Sangudo	e	11.0	p	1950.0	1957.0
083G15	50.0	1.0		AB	Sangudo	w	11.0	p	1950.0	1957.0
083G16	50.0	3.0			Lac la Nonne		11.0	p		1989.0
083G16	50.0	2 mce		AB	Lac la Nonne		11.0	p	1972.0	1975.0				major fold ;
083G16	50.0	1.0		AB	Lac la Nonne	e	11.0	p	1947.0	1957.0
083G16	50.0	1.0		AB	Lac la Nonne	w	11.0	p	1947.0	1957.0
083H01	50.0	3.0			Holden	 	12.0	p		1988.0
083H01	50.0	2 mce		AB	Holden		12.0	p	1973.0	1976.0				major fold ;
083H01	50.0	1.0		AB	Holden	e	12.0	p	1948.0	1959.0				yellowing ;
083H01	50.0	1.0		AB	Holden	w	12.0	p	1948.0	1959.0				yellowing ;
083H02	50.0	4.0			Camrose		12.0	p		2001.0
083H02	50.0	3 mce		AB	Camrose		12.0	p	1983.0	1988.0
083H02	50.0	2 mce		AB	Camrose		12.0	p	1973.0	1975.0				major fold ;
083H02	50.0	1.0		AB	Camrose	e	12.0	p	1948.0	1958.0				yellowing ;
083H02	50.0	1.0		AB	Camrose	w	12.0	p	1948.0	1958.0
083H03	50.0	1 ase		AB	Bittern Lake	e	12.0	p	1948.0	1958.0	edited to Bittern Lake from Millet, per west sheet ;
083H03	50.0	1 ase		AB	Bittern Lake	w	12.0	p	1948.0	1958.0	edited to Bittern Lake from Millet, per map in hand ;
083H03	50.0	1.0		AB	Bittern Lake	e	12.0	p	1948.0	1958.0	edited to Bittern Lake from Millet, per map in hand ;
083H03	50.0	2.0			Millet		12.0	p		1974.0
083H03	50.0	1.0		AB	Millet	w	12.0	p	1948.0	1958.0	edited to Bittern Lake from Millet, per east sheet ;
083H04	50.0	3.0			Kavanagh		12.0	p		2001.0
083H04	50.0	2 mce		AB	Kavanagh		12.0	p	1971.0	1974.0				major folds, tear bottom border ;
083H04	50.0	1.0		AB	Kavanagh	e	12.0	p	1955.0	1957.0				yellowing ;
083H04	50.0	1.0		AB	Kavanagh	w	12.0	p	1955.0	1957.0				yellowing ;
083H05	50.0	4.0			Leduc		12.0	p		2000.0
083H05	50.0	3 mce		AB	Leduc		12.0	p	1977.0	1980.0				major fold, minor tears and creasing bottom border, deformation top left corner ;
083H05	50.0	2 mce		AB	Leduc		12.0	p	1970.0	1974.0				major fold, tears, mending, and minor creasing bottom border ;
083H05	50.0	1.0		AB	Leduc	e	12.0	p	1948.0	1958.0				yellowing ;
083H05	50.0	1.0		AB	Leduc	w	12.0	p	1948.0	1958.0				yellowing ;
083H06	50.0	4.0			Cooking Lake		12.0	p		2000.0
083H06	50.0	3 mce		AB	Cooking Lake		12.0	p	1977.0	1980.0				major fold ;
083H06	50.0	2 mce		AB	Cooking Lake		12.0	p	1971.0	1974.0				major fold ;
083H06	50.0	1.0		AB	Cooking Lake	e	12.0	p	1948.0	1957.0				minor yellowing ;
083H06	50.0	1.0		AB	Cooking Lake	w	12.0	p	1948.0	1957.0				minor yellowing ;
083H06	63.0	1.0		AB	Edmonton District	 	12.0	p	 	1926.0	Edmonton District ;	x83H11 + x83H06		cloth backing, yellowing and deformation top border ;
083H07	50.0	3.0			Tofield		12.0	p		1987.0
083H07	50.0	2 mce		AB	Tofield		12.0	p	1973.0	1975.0				major fold, stain top right corner ;
083H07	50.0	1.0		AB	Tofield	e	12.0	p	1948.0	1958.0				yellowing ;
083H07	50.0	1.0		AB	Tofield	w	12.0	p	1948.0	1958.0				yellowing ;
083H08	50.0	4.0			Ryley		12.0	p		2001.0
083H08	50.0	3 mce		AB	Ryley		12.0	p	1983.0	1988.0				major fold ;
083H08	50.0	2 mce		AB	Ryley		12.0	p	1973.0	1976.0				major fold ;
083H08	50.0	1.0		AB	Ryley	e	12.0	p	1948.0	1959.0
083H08	50.0	1.0		AB	Ryley	w	12.0	p	1948.0	1959.0
083H09	50.0	4.0			Mundare		12.0	p		2000.0
083H09	50.0	3 mce		AB	Mundare		12.0	p	1983.0	1988.0				major fold, deformation left side of sheet, band of yellowing-deformation right border ;
083H09	50.0	2 mce		AB	Mundare		12.0	p	1973.0	1975.0				major fold, deformation left edge ;
083H09	50.0	1.0		AB	Mundare	e	12.0	p	1948.0	1958.0
083H09	50.0	1.0		AB	Mundare	w	12.0	p	1948.0	1958.0
